x,y
-548.4536338313982,521.1506054058491
395.66192846492095,-367.39646139086744
-6.847369362088557,-75.76340281689284
227.3894590841444,433.0850267032697
-609.2106198386476,-707.4787852169906
393.42012368691303,-746.8409199733339
-81.91920891779785,332.3100485111738
-406.85666809432104,667.9060433308834
602.1411864172253,-704.1150254496697
-711.8312085098088,62.118709190244886
658.7237441677657,-178.19364346768134
-706.4388186376981,-417.4625005904474
-93.16860952414186,-6.281637927223983
-400.37332461364105,-403.70018768852356
-421.8284439934671,-60.59480139339962
506.3669634938592,84.68148397865014
213.44154439866838,-471.14060115792347
738.8151182640977,539.9197931929348
-568.6650602912904,-250.95722195980636
332.22661137490263,316.7876545429194
654.6608801991895,-116.83950005787722
495.0535399114906,255.45834962110655
-294.9472336006236,131.37090921533922
573.7185012477867,519.2961276424692
7.9257308694005815,133.50338697382756
-698.2112547729877,-385.8900396853985
446.1063713314543,-128.5290010488386
-490.48889763142364,73.19814208222942
304.56114309844725,261.7287457534909
12.63973237497271,417.66392250021863
31.407626419717758,-160.1173575536609
-15.45971930661267,-705.6375540496394
-684.7690644652089,305.07313290575394
724.7815759645109,139.77559557008635
3.35783765022461,723.1149563078013
540.4346683808244,-401.7358079054781
20.65749478145551,678.7010824024042
-346.0807838378682,71.99446419937328
685.6744221903402,-741.4363058244106
425.4828489230847,480.7288678882228
579.2693712390123,360.7551177497944
463.7098513087194,28.01742528450302
-665.8150537188894,555.0152327649598
104.99900081457031,-450.2408697342854
7.080701143294959,-22.612331658398716
-214.81505318256643,-230.8831214727677
57.71819360676648,185.23417919625763
-708.0375238742365,-405.5924530844641
541.5132912799872,447.6584108661391
445.64634395324447,474.6560558410363
-367.05893986904107,512.6172484111441
259.67028815806054,-625.1487932941532
383.38016287829737,-375.6611615198658
-585.767059058461,187.20312622871438
-233.3657038552576,-645.726932203729
-510.56171295922877,41.07059857201921
-497.7825806663576,-340.62834477197987
317.3848907779093,-67.94755493150421
-714.5481335520194,-170.1643428577952
-118.62198118638617,-467.9410428730306
-586.85746133188,599.7277505340303
158.47296005102476,475.55950256683036
-530.307389400981,328.2532091426847
-509.65861105544303,306.90844177800386
267.2636929154212,67.05324536835667
-419.10037796598516,713.3917767268251
446.71628655922655,24.899275424089524
-415.2063296299939,222.75962714888453
-157.65298521255056,113.76894418208497
-661.822325690263,-302.09107556547997
701.8549652263337,563.3013663527388
-290.4200695001311,537.771609534839
-284.45455897029893,658.9326482029237
365.7631780006816,-125.7416058524617
-371.46284658024695,-737.2796063044967
568.0768473132698,-693.1252041021291
479.12116591919585,693.3016877712271
306.0347134951071,13.31061911683571
-183.04674848458785,-229.60367315606754
-441.35736405794296,261.2295213702962
-100.57481834952557,-458.8220325222156
-593.363665737727,248.93629241802387
-305.8909903752727,-0.3001166447976402
-261.98151768600553,557.4322611353327
599.5174044521718,-722.8605245392924
-448.7204828388609,-258.3889423555987
730.5745768920392,424.0505635940633
648.2812078404409,-234.2252778137704
573.5898036996953,280.66527323048604
-23.25191608125897,728.2623447386966
-398.03934769344227,338.1977793619087
-622.9796543752736,-495.45878730841866
616.4816752621018,-430.5477075128638
388.6742740746604,150.31324519837437
511.69829355878255,-197.83800089152635
551.1297353803541,155.9737933375668
681.461185758285,580.8976570754442
-546.9810339068206,76.75571110382475
-593.5875029780796,-691.2933021046341
-640.2098717514772,549.252536049858
